siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords
s19904,4392420,USPL1,ubiquitin specific peptidase like 1,C13orf22;D13S106E;bA121O19.1,NM_001321532.1;XM_005266213.3;XM_006719751.3;XM_017020315.1;XM_017020316.1;NM_001321533.1;XM_017020314.1;NM_005800.4,CR627370.1;AK289826.1;BC038103.2;X59131.1;BC036027.1;DB288223.1;AL832776.1;BI752017.1,,Silencer® Select,Inventoried,,s19904
s21295,4392420,SRCAP,Snf2-related CREBBP activator protein,DOMO1;EAF1;FLHS;SWR1,NM_006662.2,AF143946.1;AK126463.1;AK128030.1;AK023808.1,,Silencer® Select,Inventoried,,s21295
s20923,4392420,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,IMP-2;IMP2;VICKZ2,XM_017005564.1;XM_017005563.1;NM_001007225.1;NM_001291869.1;XM_017005558.1;NM_006548.4;XM_017005562.1;XM_017005561.1;XM_017005560.1;XM_017005559.1,AK290664.1;AF117107.1;AK309611.1;BC021290.2,,Silencer® Select,Inventoried,,s20923
s650,4390824,AHCYL1,adenosylhomocysteinase like 1,DCAL;IRBIT;PPP1R78;PRO0233;XPVKONA,XM_011540535.1;NM_001242676.1;NM_001242675.1;NM_006621.5;NM_001242674.1;NM_001242673.1,AF035319.1;BC007576.1;BC065254.1;AK303690.1;BC003631.2;BC095476.1;U82761.1;AF315687.1;BC110896.1;BC111563.1;AL049954.1;AK316110.1;BC010681.1;AK131563.1;BC016942.1,,Silencer® Select,Inventoried,,s650
s20479,4392420,SLC30A9,solute carrier family 30 member 9,C4orf1;GAC63;HUEL;ZNT9,XM_017007654.1;NM_006345.3,KU178527.1;AY594282.1;KU178526.1,,Silencer® Select,Inventoried,,s20479
s223171,4392420,TMED10;TMED10P1,transmembrane p24 trafficking protein 10;transmembrane p24 trafficking protein 10 pseudogene 1,P24(DELTA);S31I125;S31III125;TMP21;Tmp-21-I;p23;p24d1;TMED10P;Tmp21-II,NM_006827.5;NR_002807.4,AL832012.2;BX504393.1;AK222972.1;AK310371.1;AJ004913.1;BX248754.1;L40397.1;AK302920.1;X97442.1;BC001496.2;AK312384.1;AK308864.1;BC001825.2,,Silencer® Select,Inventoried,,s223171
s21673,4392420,IL24,interleukin 24,C49A;FISP;IL10B;MDA7;MOB5;ST16,NM_001185156.1;XM_017000121.1;NM_001185157.1;XM_011509101.2;NM_006850.3;NM_001185158.1,BC009681.1;AY641440.1;U16261.1;AY641441.1,,Silencer® Select,Inventoried,,s21673
s19754,4392420,G3BP1,G3BP stress granule assembly factor 1,G3BP;HDH-VIII,NM_005754.2;XM_017008923.1;XM_017008922.1;XM_006714749.3;NM_198395.1;XM_006714750.3,AK303580.1;BT019384.1;AK222606.1;AK300098.1;AK130003.1;CR536535.1;BX648012.1;BX647869.1;BC108278.1;U32519.1;BC006997.1;AK312572.1,,Silencer® Select,Inventoried,,s19754
s195036,4392420,TIMM23B;TIMM23,translocase of inner mitochondrial membrane 23 homolog B;translocase of inner mitochondrial membrane 23,TIMM23;bA592B15.7;TIM23,XM_017015461.1;NM_001290118.1;NM_006327.3;XM_017015460.1;NM_001290117.1;XM_017015462.1;XM_011539104.1;NR_073029.1;XM_011539099.1;NR_135475.1;NR_110767.1;XM_011539098.1,AK098044.1;AK316549.1;AY442341.1;CD514420.1;BC066951.1;BC062707.1;AL542628.3;AK295370.1;AK304883.1;AK316490.1;DA019889.1;AF030162.1;AK293228.1;AK223331.1,,Silencer® Select,Inventoried,,s195036
s223115,4392420,IFI30,"IFI30, lysosomal thiol reductase",GILT;IFI-30;IP-30;IP30,NM_006332.4,DQ884410.1;AB049659.1;AK123477.1;BC031020.1;BE515053.1;BC021136.1;AL558891.3;AK291551.1;AF097362.1,,Silencer® Select,Inventoried,,s223115
s21433,4390824,MAN1A2,mannosidase alpha class 1A member 2,MAN1B,XM_011540536.2;NM_006699.3;XM_006710302.2,AF027156.1;AK001970.1;BC063300.1,,Silencer® Select,Inventoried,,s21433
s20539,4390824,SEC23A,"Sec23 homolog A, coat complex II component",CLSD,NM_006364.3;XM_011536355.2;XM_005267262.1;XM_017020928.1,AL137739.1;BC036649.1;X97064.1;BX537566.1;AK127355.1;AK293944.1;AK299862.1;AK312259.1,,Silencer® Select,Inventoried,,s20539
s20102,4392420,SMNDC1,survival motor neuron domain containing 1,SMNR;SPF30;TDRD16C,XM_005269382.3;NM_005871.3,AK314013.1;BC011234.1;AF083385.1;AF107463.1,,Silencer® Select,Inventoried,,s20102
s21501,4392420,MORF4L1,mortality factor 4 like 1,Eaf3;FWP006;HsT17725;MEAF3;MORFRG15;MRG15;S863-6,NM_206839.2;NM_006791.3;XM_017021872.1;NM_001265605.1;NM_001265604.1;NM_001265603.1,AF167173.1;AF100615.1;BC067826.1;AF218011.1;BC022845.2;AK310181.1;DB455429.1;CX165647.1;AY148481.1;AK310592.1;AF161546.1;AF109188.1;AK300789.1;BG771854.1;AK095823.1;BX382045.2;BC002936.2;AL137697.1;BC141840.1;AK296650.1;AF070664.1;AK310702.1;AK098485.1,,Silencer® Select,Inventoried,,s21501
s20857,4392420,ARID3B,AT-rich interaction domain 3B,BDP;DRIL2,NM_006465.3;NM_001307939.1,BC041792.1;BC060824.1;AK298716.1;AB208830.1;AF116846.1;DB455943.1;DC396899.1;BC045545.1;AK302034.1,,Silencer® Select,Inventoried,,s20857
s20917,4392420,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1,CRD-BP;CRDBP;IMP-1;IMP1;VICKZ1;ZBP1,XM_011524201.2;NM_001160423.1;XM_017024022.1;NM_006546.3;XM_005256955.3,AF198254.1;AF117106.1;DQ227344.1;AK313229.1;KR861348.1;AK074915.1,,Silencer® Select,Inventoried,,s20917
s19869,4390824,PRMT3,protein arginine methyltransferase 3,HRMT1L3,XM_017017081.1;NM_005788.3;XM_011519836.2;NM_001145166.1;NM_001145167.1,AK129984.1;BC019339.1;BC064831.1;AK298185.1;AK301449.1;AK300591.1;BC037544.1;AF059531.1;AK125039.1;AK307776.1,,Silencer® Select,Inventoried,,s19869
s223122,4392420,SLC25A17,solute carrier family 25 member 17,PMP34,NR_104238.1;NM_001282727.1;NR_104236.1;NR_104237.1;NM_001282726.1;NR_104235.1;NM_006358.3,BX352732.2;BC005957.1;BQ440957.1;AK298215.1;Y12860.1;AK094062.1;BX647991.1;BC012998.2;AK300553.1;CR456577.1;AK292924.1,,Silencer® Select,Inventoried,,s223122
s20601,4392420,APPBP2,amyloid beta precursor protein binding protein 2,APP-BP2;HS.84084;PAT1,NM_001282476.1;NM_006380.3;XM_011524198.2;XM_011524199.2,BC018121.1;D86981.1;AK292227.1,,Silencer® Select,Inventoried,,s20601
s21597,4390824,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,14-3-3;1C5;HS1,NM_006826.3,AK316158.1;AK309462.1;BT020014.1;AK297624.1;AK302208.1;BC056867.1;X56468.1;BC093019.1;X57347.1;BC050601.1;AF070556.1;BC001197.1,,Silencer® Select,Inventoried,,s21597
s706,4390824,PGRMC2,progesterone receptor membrane component 2,DG6;PMBP,NM_006320.4,AK091741.1;AK094949.1;AJ002030.1;BC016692.1;BC092478.1;AK131272.1,,Silencer® Select,Inventoried,,s706
s20523,4390824,SLC9A6,solute carrier family 9 member A6,MRSA;NHE6,NM_006359.2;XM_006724726.3;XM_017029223.1;NM_001177651.1;XM_011531243.2;NM_001042537.1;XM_017029225.1;XM_017029224.1,BC035029.1;BC049169.1;D87743.1;AK297218.1;AB074255.1;AK300475.1;AK289775.1;AK296444.1;AK314562.1;AK316255.1;AF030409.1,,Silencer® Select,Inventoried,,s20523
s21303,4392420,CCL27,C-C motif chemokine ligand 27,ALP;CTACK;CTAK;ESKINE;ILC;PESKY;SCYA27,NM_006664.3,AB010445.1;AF082393.1;BM719357.1;AJ243542.1;BC148263.1,,Silencer® Select,Inventoried,,s21303
s394,4390824,CCNI,cyclin I,CCNI1;CYC1;CYI,NM_006835.2;XM_011531555.1,BC000420.2;D50310.1;BC004975.1;AK312632.1;AK301111.1;AB209766.1;CR541783.1;AF135162.1;BT020019.1;AK222931.1,,Silencer® Select,Inventoried,,s394
s20635,4392420,IPO8,importin 8,RANBP8,XM_017018692.1;XM_017018693.1;XM_017018691.1;NM_006390.3,BQ435282.1;DB088518.1;U77494.1,,Silencer® Select,Inventoried,,s20635
s20591,4392420,SEMA4F,ssemaphorin 4F,M-SEMA;PRO2353;S4F;SEMAM;SEMAW;m-Sema-M,NR_073398.1;NM_001271661.1;NM_004263.4;NR_073399.1;NM_001271662.1;XM_017003173.1;XM_017003172.1;XM_011532477.2;XM_011532475.2;XM_011532476.2;XM_017003174.1,AK291023.1;BC038411.1;AB021292.1;AK075384.1;AB022317.1;KU178531.1;KU178532.1;AK308166.1;AF053369.1;KU178533.1;AL136552.1;AK312728.1;BC018361.1,,Silencer® Select,Inventoried,,s20591
s21658,4392420,SLC27A3,solute carrier family 27 member 3,ACSVL3;FATP3;VLCS-3,NM_024330.1,BC009916.2;AY358409.1;AK074134.1;AK075377.1;AK027499.1;AK125102.1;AJ577572.1;BC003041.1;BC029792.1,,Silencer® Select,Inventoried,,s21658
s21020,4392420,GMEB1,glucocorticoid modulatory element binding protein 1,P96PIF;PIF96,XM_011540521.2;NM_006582.3;XM_011540522.2;XM_017000087.1;XM_011540519.2;XM_011540518.2;NM_024482.2;NM_001319674.1,AK000892.1;AK023126.1;AK315195.1;AK315436.1;BC001473.2;AF173868.1;AF099013.1;AF203694.1,,Silencer® Select,Inventoried,,s21020
s21311,4392420,PGRMC1,progesterone receptor membrane component 1,HPR6.6;MPR,NM_006667.4;NM_001282621.1,Y12711.2;BC034238.1;AK313956.1;CX762728.1;AK293618.1;CR456993.1,,Silencer® Select,Inventoried,,s21311
s28896,4392420,CYCS;PTPDC1,"cytochrome c, somatic;protein tyrosine phosphatase domain containing 1",CYC;HCS;THC4;PTP9Q22,NM_018947.5;XM_005251711.4,BC067222.1;BC009587.1;AK311836.1;BC008477.1;BC071761.1;BC016006.1;BC009602.1;BC009579.1;BU597562.1;BC024216.1;AL713681.1;BC068464.1;CR542175.1;BC014361.1;BC022330.1;BC021994.1;BC015130.1;BC005299.1;BC008475.1;BC009607.1;BC009582.1;BC009578.1;BT006946.1;BC070346.1;DB447825.1;BC014359.1;BC070156.1,,Silencer® Select,Inventoried,,s28896
s27657,4392420,RAPGEFL1,Rap guanine nucleotide exchange factor like 1,Link-GEFII,NM_001303533.1;XM_006721937.3;NM_001303534.1;XM_006721935.3;NM_016339.4;XM_006721932.3;XM_006721938.3,BC115375.1;AF117946.1;AK313492.1;AK294642.1;AK304160.1;BC115374.1,,Silencer® Select,Inventoried,,s27657
s27615,4390824,TUBE1,tubulin epsilon 1,TUBE;dJ142L7.2,NM_016262.4;XM_011535875.2;XM_017010918.1,AK126191.1;AF201334.1;BC025405.2;AK026242.1;BC031101.1,,Silencer® Select,Inventoried,,s27615
s29419,4392420,DIRAS2,DIRAS family GTPase 2,Di-Ras2,NM_017594.4,AK124628.1;BC008065.2;AK122986.1;AB076889.1,,Silencer® Select,Inventoried,,s29419
s26897,4390824,SH3KBP1,SH3 domain containing kinase binding protein 1,CD2BP3;CIN85;GIG10;HSB-1;HSB1;MIG18,XM_017029465.1;XM_017029466.1;XM_017029463.1;XM_017029464.1;NM_001184960.1;XM_017029469.1;XM_017029470.1;XM_005274494.2;XM_017029467.1;XM_017029468.1;XM_017029461.1;XM_017029462.1;XM_011545502.2;XM_017029459.1;XM_011545500.2;XM_017029460.1;NM_001024666.2;NM_031892.2;XM_011545498.2;XM_011545499.2,AK293234.1;AF329268.1;AK307276.1;AK313308.1;AF230904.1;AY542305.1;AK293237.1;AY423734.1;AK300189.1;AF329267.1;AF542051.1;BC015806.1,,Silencer® Select,Inventoried,,s26897
s27383,4392420,CRYL1,crystallin lambda 1,GDH;HEL30;lambda-CRY,NM_015974.2;XM_017020624.1;XM_005266415.3,AF160216.1;AF077049.1;BC071810.1;BC008562.2;BC119660.1;AK024041.1;EU794604.1;BC119661.1;AF087898.1,,Silencer® Select,Inventoried,,s27383
s27043,4392420,IL21R,interleukin 21 receptor,CD360;NILR,XM_011545858.2;NM_021798.3;XM_017023257.1;NM_181078.2;NM_181079.4;XM_011545857.2,AF269133.1;BC007946.2;AK292663.1;AY358826.1;BC004348.1;AF254067.1;AK312825.1,,Silencer® Select,Inventoried,,s27043
s29371,4392420,LEPROT;LEPR,leptin receptor;leptin receptor overlapping transcript,CD295;LEP-R;LEPRD;OB-R;OBR;LEPR;OB-RGRP;OBRGRP;VPS55,NM_001198681.1;NM_017526.4,CB140261.1;AK309370.1;BC056250.1;CR541647.1;AK074841.1;CR541737.1;BC011027.2;BX475249.1;Y12670.1,,Silencer® Select,Inventoried,,s29371
s26900,4392420,TLX3,T-cell leukemia homeobox 3,HOX11L2;RNX,,BC017291.2,,Silencer® Select,Inventoried,,s26900
s28737,4392420,MBD3,methyl-CpG binding domain protein 3,,NM_001281454.1;NM_001281453.1,AF072247.1;BC009438.1;BC043619.1;BC009372.1;BC032443.1;AK021532.1;AK001474.1;BC018784.1,,Silencer® Select,Inventoried,,s28737
s28682,4392420,BCL11A,B-cell CLL/lymphoma 11A,BCL11A-L;BCL11A-S;BCL11A-XL;BCL11a-M;CTIP1;EVI9;HBFQTL5;ZNF856,NM_022893.3;NM_018014.3;XM_011532912.1;XM_011532909.1;XM_011532910.1;XM_017004335.1;NM_138559.1;XM_017004333.1;XM_017004334.1,AK300012.1;AB058712.1;AY692278.1;AF080216.1;AJ404611.1;AJ404612.1;AJ404613.1;AK055251.1;BC021098.1;AY228763.1,,Silencer® Select,Inventoried,,s28682
s224288,4392420,CDHR5,cadherin related family member 5,MLPCDH;MU-PCDH;MUCDHL;MUPCDH,XM_006718253.3;XM_011520190.2;XM_011520189.2;XM_011520188.2;NM_031264.3;NM_001171968.1;XM_011520191.2;NM_021924.4,AK309157.1;DQ491193.1;AF301909.1;AK025012.1;AF276242.1;AK000226.1;BC038405.1;AK000384.1;AK308040.1;AK300991.1;AY358368.1;AF258676.1;AF258675.1,,Silencer® Select,Inventoried,,s224288
s29230,4392420,EGLN1;SCAND2P,SCAN domain containing 2 pseudogene;egl-9 family hypoxia inducible factor 1,SCAND2;C1orf12;ECYT3;HALAH;HIF-PH2;HIFPH2;HPH-2;HPH2;PHD2;SM20;ZMYND6,XM_005273167.4;NM_022051.2,AF229246.1;AF277174.1;AL109690.1;AF229245.1;AL833885.1;DQ975380.1;BC005369.1;AJ310543.1,,Silencer® Select,Inventoried,,s29230
s195230,4392420,LSM 7.00,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",YNL147W,XM_017026869.1;NM_016199.2,BC018621.1;AF182293.1;BI553911.1,,Silencer® Select,Inventoried,,s195230
s29291,4392420,TBC1D13,TBC1 domain family member 13,,XM_005252060.2;NM_001286772.1;NM_018201.4,AB209565.1;BC014898.1;AK027457.1;AK289777.1;AK001605.1;AK123828.1;BC132817.1;AK295183.1;BC136509.1;AK307556.1;BC150311.1;AB449899.1,,Silencer® Select,Inventoried,,s29291
s27652,4392420,IPO11,importin 11,RanBP11,NM_016338.4;NM_001134779.1,AK023177.1;AF111109.1;AK001696.1;BC031694.1;BC033776.1;AK302781.1,,Silencer® Select,Inventoried,,s27652
s224158,4390824,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,MTDPS8A;MTDPS8B;P53R2,NM_001172477.1;NM_015713.4;NM_001172478.1,AB166671.1;BC042468.1;BC117496.1;BC108261.1;DC308409.1;AL137348.1;AK304354.1;CR627376.1;AB036063.1;AK001965.1;AB163437.1;BC130628.1,,Silencer® Select,Inventoried,,s224158
s27411,4390824,ADIPOR1,adiponectin receptor 1,ACDCR1;CGI-45;CGI45;PAQR1;TESBP1A,NM_015999.5;XM_017001407.1;NM_001290557.1;NM_001290629.1;NM_001290553.1,BC001594.2;BC010743.1;AK222503.1;AY424279.1;AK001484.1;AF151803.1;AK058114.1;BX461217.2,,Silencer® Select,Inventoried,,s27411
s224190,4392420,SAR1B,secretion associated Ras related GTPase 1B,ANDD;CMRD;GTBPB;SARA2,NM_001033503.2;XM_017009521.1;NM_016103.3,AK223452.1;AF092130.1;AF087850.1;AL512710.1;BC002847.2;AK056821.1;CD048852.1;BC093034.1,,Silencer® Select,Inventoried,,s224190
s27298,4392420,ZBTB7B,zinc finger and BTB domain containing 7B,CKROX;THPOK;ZBTB15;ZFP-67;ZFP67;ZNF857B;c-KROX;hcKROX,XM_006711359.2;XM_017001399.1;NR_045515.1;NM_001256455.1;XM_006711356.3;XM_011509598.2;XM_006711357.1;XM_011509599.2;XM_006711358.1;NR_046206.1;NR_049765.1;XM_006711353.1;XM_006711354.1;XM_006711349.2;NM_001252406.2,AF007833.1;AK304762.1;BC012070.1;CR749303.1;AK291619.1,,Silencer® Select,Inventoried,,s27298
s27825,4392420,DNAJC27,DnaJ heat shock protein family (Hsp40) member C27,RBJ;RabJS,NM_016544.2;NM_001198559.1;XM_017004269.1;XM_017004270.1,AY094594.1;BC034049.1;AF178983.1;AL137731.1;AK294726.1,,Silencer® Select,Inventoried,,s27825
s27215,4392420,MED31,mediator complex subunit 31,3110004H13Rik;CGI-125;Soh1,NM_016060.2;XM_017024710.1,AF151883.1;AK311875.1;AK130946.1;BC012539.1,,Silencer® Select,Inventoried,,s27215
s29098,4392420,DHX29,DEAH-box helicase 29,DDX29,XM_017009588.1;NM_019030.2;XM_006714653.2,AY036974.1;AK308332.1;BX648101.1;BX649135.1;BX648269.1;BC056219.1,,Silencer® Select,Inventoried,,s29098
s28400,4392420,TRMT6,tRNA methyltransferase 6,CGI-09;GCD10;Gcd10p,NM_015939.4;NM_001281467.1;XM_017027875.1,BC001262.1;AK300812.1;AB032979.1;AK000613.1,,Silencer® Select,Inventoried,,s28400
s28170,4392420,RHCG,Rh family C glycoprotein,C15orf6;PDRC2;RHGK;SLC42A3,NM_001321041.1;NM_016321.2;NR_110261.1,AK313238.1;BC030965.1;AK310222.1;AF081497.1;AF193809.1;AK301640.1;AY257182.1;AK298252.1;AK290899.1,,Silencer® Select,Inventoried,,s28170
s27949,4392420,MEX3C,mex-3 RNA binding family member C,BM-013;MEX-3C;RKHD2;RNF194,NM_016626.4,BC041122.1;KC456343.1;BC153820.1;AK096190.1;KC456344.1;AY950679.1;AL833519.1,,Silencer® Select,Inventoried,,s27949
s27167,4392420,SPOCK3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3",HSAJ1454;TES-3;TICN3,NM_001204355.1;NM_001204356.1;NM_001204354.1;NM_001204358.1;NM_001251967.1;NM_001204353.1;XM_011532018.1;NM_001204352.1;XM_017008257.1;XM_017008258.1;NM_016950.2;NM_001040159.1,BC000460.2;AK295281.1;DN989433.1;AK295414.1;BC003017.1;AK295015.1;BI603782.1;AK091078.1;AK295407.1;AK294293.1;AB056866.1;AY358973.1;AK313042.1;AJ001454.1;AK294637.1;AK296291.1,,Silencer® Select,Inventoried,,s27167
s28303,4392420,SIRT7,sirtuin 7,SIR2L7,NM_016538.2;XM_006722284.2;XM_011523580.1;XM_011523581.2,BC101791.1;BC101793.1;AL137626.1;AK002027.1;BC017305.2;AK131484.1;AK290265.1;AK094326.1;AK131437.1;AF233395.1,,Silencer® Select,Inventoried,,s28303
s383,4390824,VPS29,"VPS29, retromer complex component",DC15;DC7;PEP11,NM_001282151.1;NM_057180.2;NM_016226.4;NM_001282150.1;XM_017019458.1;XM_017019457.1;NR_104102.1;NR_104101.1;XM_011538484.2;XM_017019459.1;NR_104100.1;XM_006719460.3;NR_104099.1;XM_006719459.3,BC095446.1;BC000880.1;BC015095.1;BM806646.1;CR457182.1;BF030144.1;CB158821.1;BU568689.1;AF175264.1;AB618733.1;AB578892.1;AL832866.1;AA148059.1;AF201936.1;AF193795.1;AK129767.1;BG707325.1;AB578891.1;AK130510.1;AF086379.1;AF201946.1;AF168716.1,,Silencer® Select,Inventoried,,s383
s28135,4392420,SCARA3,scavenger receptor class A member 3,APC7;CSR;CSR1;MSLR1;MSRL1,XM_017013536.1;NM_016240.2;XM_017013535.1;NM_182826.1;XM_017013537.1,BC075068.2;BC075067.3;AB007830.1;AB007829.1;BC060811.1,,Silencer® Select,Inventoried,,s28135
s28809,4392420,SLCO1C1,solute carrier organic anion transporter family member 1C1,OATP-F;OATP1;OATP14;OATP1C1;OATPF;OATPRP5;SLC21A14,NM_001145944.1;XM_005253396.2;XM_017019484.1;NM_017435.4;XM_011520703.2;NM_001145946.1;XM_017019490.1;XM_017019489.1;NM_001145945.1;XM_011520704.2;XM_017019486.1;XM_017019485.1;XM_011520709.2;XM_017019488.1;XM_017019487.1;XM_011520711.2;XM_005253394.2,BC022461.2;AL834209.1;AK308729.1;AK303713.1;AK296236.1;AF205076.1;AF260704.1;AK294333.1,,Silencer® Select,Inventoried,,s28809
s29309,4392420,GTPBP2,GTP binding protein 2,,NM_001286216.1;XM_017010976.1;NM_019096.4,AK290267.1;AF168990.1;BC064968.1;AL834331.1;BC028347.2;AB024574.1,,Silencer® Select,Inventoried,,s29309
s27414,4392420,TRNT1,tRNA nucleotidyl transferase 1,CCA1;CGI-47;MtCCA;RPEM;SIFD,XM_011533776.2;XM_011533777.2;NM_182916.2;XM_011533778.2;NM_001302946.1,AL834397.1;AB063105.1;BC005184.1;DB032432.1;BC012537.1;AK290411.1;AK124137.1;AF151805.1,,Silencer® Select,Inventoried,,s27414
s224219,4392420,RAB6B,"RAB6B, member RAS oncogene family",,NM_016577.3;XM_011512893.2,AF498940.1;BC002510.2;AB073348.1;BT007263.1;AF166492.1;BC078662.1;AK295451.1;AK312378.1,,Silencer® Select,Inventoried,,s224219
s29078,4392420,PRMT7,protein arginine methyltransferase 7,,XM_017023295.1;XM_017023311.1;XM_011523121.2;XM_017023314.1;XM_017023297.1;XM_017023313.1;XM_017023296.1;XM_011523113.2;XM_017023316.1;XM_017023299.1;XM_017023315.1;XM_017023298.1;XM_011523115.2;XM_011523126.2;XM_011523125.2;XM_011523128.2;NM_001184824.1;XM_017023303.1;XM_017023302.1;XM_017023305.1;XM_017023304.1;XM_017023291.1;XM_011523131.2;XM_017023307.1;XM_017023290.1;XM_017023293.1;XM_017023292.1;XM_017023308.1;XM_017023294.1;XM_011523124.2;XM_011523112.2;XM_011523116.2;NM_001290018.1;NM_019023.2;XM_017023310.1;XM_017023309.1,AK304605.1;AK056647.1;BC000146.1;AK022739.1;AK001502.1;AK097175.1,,Silencer® Select,Inventoried,,s29078
s224177,4392420,AMDHD2,amidohydrolase domain containing 2,CGI-14,XM_017023263.1;XM_017023262.1;XM_017023265.1;XM_017023264.1;XM_017023266.1;NM_015944.3;NM_001145815.1,AF132948.1;BC018734.1;AK296877.1,,Silencer® Select,Inventoried,,s224177
s28355,4392420,LARP7,La ribonucleoprotein domain family member 7,ALAZS;HDCMA18P;PIP7S,NM_015454.2;NM_016648.3;NR_049768.1;NM_001267039.1,BX647100.1;EU667388.1;AF068284.1;AL049996.1;BC066945.1;AK225900.1;AK000274.1;BC107709.1,,Silencer® Select,Inventoried,,s28355
s28480,4392420,RASD1,ras related dexamethasone induced 1,AGS1;DEXRAS1;MGC:26290,NM_016084.4;NM_001199989.1,BC018041.1;BC042688.1;AF069506.1;AF177335.1,,Silencer® Select,Inventoried,,s28480
s27448,4392420,TFB1M,"transcription factor B1, mitochondrial",CGI-75;CGI75;mtTFB;mtTFB1,XM_011535870.1;XM_011535871.1;XM_011535872.2;XM_017010917.1;XM_005267006.4;NM_016020.3,AK289484.1;AF151833.1;BU849912.1;BC017788.1;BC005183.1,,Silencer® Select,Inventoried,,s27448
s28605,4392420,CD244,CD244 molecule,2B4;NAIL;NKR2B4;Nmrk;SLAMF4,XM_011509622.2;NM_001166664.1;XM_011509621.2;NM_016382.3;NM_001166663.1,AF107761.2;BC028073.1;AK295950.1;AF242540.1;AK313201.1;AF105261.1;AF363452.1;BC041607.1;AJ245375.1;AJ245376.1;BC053985.1;AF145782.1;AF117711.1,,Silencer® Select,Inventoried,,s28605
s28113,4392420,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,AAKG;AAKG2;CMH6;H91620p;WPWS,XM_017012274.1;XM_017012275.1;XM_017012276.1;XM_017012277.1;XM_017012270.1;XM_011516286.1;XM_017012271.1;NM_001304531.1;XM_017012272.1;XM_017012273.1;XM_011516285.1;XM_011516283.1;NM_001040633.1;XM_017012268.1;NM_001304527.1;XM_017012269.1;NM_016203.3;XM_011516287.1;XM_011516284.1;XM_005250006.4;NM_024429.1;XM_017012282.1;XM_005250002.3;XM_011516282.1;XM_005250004.3;XM_017012278.1;XM_017012279.1;XM_006716021.2;XM_017012280.1;XM_017012281.1,BC020540.1;AF087875.1;AK001887.1;AK307798.1;AW664063.1;AK308116.1;DA151645.1;BT007127.1;AK314646.1;AK301123.1;AJ249976.1;AB025580.1;BC068598.1,,Silencer® Select,Inventoried,,s28113
s28361,4392420,AZIN1,antizyme inhibitor 1,AZI;AZIA1;OAZI;OAZIN;ODC1L,NM_015878.5;NM_148174.3;XM_017013566.1;XM_017013565.1;XM_011517128.2;XM_011517127.1;XM_011517126.1;XM_005250969.1;XM_017013564.1;XM_017013563.1;NM_001301668.1,BC013420.2;BT006858.1;AK095493.1;D88674.1;AK290516.1;CR456745.1;BC042404.1;BC019279.1,,Silencer® Select,Inventoried,,s28361
s224305,4392420,UGT1A10;UGT1A9;UGT1A7;UGT1A8,UDP glucuronosyltransferase family 1 member A9;UDP glucuronosyltransferase family 1 member A7;UDP glucuronosyltransferase family 1 member A8;UDP glucuronosyltransferase family 1 member A10,HLUGP4;LUGP4;UDPGT;UDPGT 1-9;UGT-1I;UGT1-09;UGT1-9;UGT1.9;UGT1A9S;UGT1AI;UGT1I;UDPGT;UDPGT 1-7;UGT-1G;UGT1-07;UGT1.7;UGT1G;UDPGT;UDPGT 1-8;UGT-1H;UGT1-08;UGT1.8;UGT1A8S;UGT1H;UDPGT;UGT-1J;UGT1-10;UGT1.10;UGT1J,NM_019077.2;NM_021027.2;NM_019075.2;NM_019076.4,AF056188.1;AY435137.1;U89507.1;AF030310.1;BC058844.1;DQ364246.1;AK313488.1;AY435144.1;BC069210.1;BC020971.1;AF462268.1;S55985.1;AY435142.1;AK313510.1;U89508.1;AK025403.1;DQ383513.1;BC053576.1;AY435143.1;DQ364251.1;BC001521.2;AF462267.1,,Silencer® Select,Inventoried,,s224305
s27693,4392420,RAB9B,"RAB9B, member RAS oncogene family",RAB9L;Rab-9L,NM_016370.2,AB036693.1;BC093756.1;AK313425.1;BC093758.1,,Silencer® Select,Inventoried,,s27693
s27451,4392420,APH1A,"aph-1 homolog A, gamma-secretase subunit",6530402N02Rik;APH-1;APH-1A;CGI-78,XM_017001417.1;NM_001243771.1;NM_001243772.1;NM_001077628.2;NM_016022.3;NR_045035.1;NR_045033.1;NR_045034.1,BC008732.2;AK298876.1;AF508787.1;AY113699.1;AK298832.1;AY113698.1;AK307358.1;AX775955.1;BC001230.2;BC015568.2;AK075295.1;AK027879.1;BC009501.2;BC017699.1;AK314490.1;BC020590.1;AK300640.1;AK297680.1;AX775957.1;AF151835.1;AY358951.1,,Silencer® Select,Inventoried,,s27451
s224310,4392420,INO80,INO80 complex subunit,INO80A;INOC1;hINO80,NM_017553.2;XM_011521685.2;XM_011521686.2,AB033085.1;AK026050.1;AK057582.1;BC146785.1;AK290371.1,,Silencer® Select,Inventoried,,s224310
